LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
32.89941,13.20261,2016,02,20,    8.79,   12.76,    5.85,    5.86,   17.05,    8.26,   12.33,    3.43,    2.58,    3.11,    2.88,    6.55,    5.46,    5.15,    3.91
32.89941,13.20261,2016,02,21,    6.18,   12.70,    8.20,    8.20,   16.04,    9.86,   12.46,    2.87,    2.93,    2.40,    1.89,    5.26,    4.82,    4.16,    3.42
32.89941,13.20261,2016,02,22,    7.38,   12.24,    5.03,    5.05,   16.88,    9.50,   12.88,    6.33,    3.75,    1.18,    0.99,    7.52,    4.74,    4.03,    3.02
32.89941,13.20261,2016,02,23,   11.02,   15.25,    8.11,    8.12,   22.91,   11.90,   16.19,    7.14,    5.61,    3.06,    1.92,   10.20,    7.53,    6.18,    4.35
32.89941,13.20261,2016,02,24,    5.06,   14.32,   10.21,   10.21,   16.31,   11.25,   13.95,    6.76,    5.24,    4.52,    3.28,   11.29,    8.51,    8.72,    6.88
32.89941,13.20261,2016,02,25,   10.01,   13.96,    6.42,    6.43,   19.72,    9.71,   14.58,    5.37,    4.18,    0.65,    0.54,    6.02,    4.72,    4.25,    3.19
32.89941,13.20261,2016,02,26,    7.54,   13.64,    8.74,    8.75,   17.93,   10.39,   13.57,    6.04,    4.54,    1.63,    1.22,    7.67,    5.76,    5.42,    4.10
32.89941,13.20261,2016,02,27,   10.61,   14.50,    8.12,    8.13,   20.42,    9.81,   14.57,    8.55,    6.84,    4.14,    2.84,   12.69,    9.68,    8.62,    6.32
32.89941,13.20261,2016,02,28,   11.06,   15.35,    6.44,    6.46,   22.65,   11.58,   15.85,    4.48,    4.23,    8.12,    5.40,   12.60,    9.62,   10.32,    7.52
32.89941,13.20261,2016,02,29,    7.90,   12.98,    3.97,    4.00,   17.54,    9.64,   13.16,    2.37,    2.98,    4.97,    3.35,    7.35,    6.33,    6.12,    4.59
32.89941,13.20261,2016,03,01,    8.60,   13.01,    5.57,    5.59,   17.42,    8.82,   12.70,    3.55,    3.71,    4.96,    3.71,    8.51,    7.43,    7.31,    5.56
32.89941,13.20261,2016,03,02,    5.20,   12.48,    6.66,    6.66,   14.63,    9.43,   11.76,    7.07,    6.86,    5.20,    3.65,   12.26,   10.51,    9.57,    7.38
32.89941,13.20261,2016,03,03,    9.89,   13.29,    5.63,    5.65,   18.92,    9.02,   13.15,   10.25,    8.08,    0.21,    0.23,   10.46,    8.30,    7.65,    5.87
32.89941,13.20261,2016,03,04,    7.00,   13.35,    6.96,    6.97,   17.29,   10.29,   13.15,    3.78,    3.24,    1.80,    1.44,    5.59,    4.67,    3.63,    2.98
32.89941,13.20261,2016,03,05,   12.45,   14.35,    6.81,    6.83,   22.34,    9.88,   15.45,    7.56,    6.68,    1.85,    1.25,    9.41,    7.93,    6.90,    5.09
32.89941,13.20261,2016,03,06,   10.50,   15.52,    7.02,    7.05,   22.86,   12.36,   16.24,    6.23,    4.96,    3.23,    2.31,    9.46,    7.28,    7.26,    5.12
32.89941,13.20261,2016,03,07,    5.53,   13.13,    7.52,    7.53,   15.21,    9.68,   12.00,    5.76,    5.06,    2.90,    2.20,    8.67,    7.26,    6.53,    5.21
32.89941,13.20261,2016,03,08,    9.47,   13.50,    5.70,    5.72,   17.90,    8.43,   12.73,    3.90,    2.29,    2.06,    1.66,    5.96,    3.95,    3.54,    2.71
32.89941,13.20261,2016,03,09,    5.63,   12.11,    6.83,    6.83,   14.01,    8.38,   11.49,    8.00,    7.20,    1.35,    1.12,    9.34,    8.32,    5.63,    4.69
32.89941,13.20261,2016,03,10,   10.25,   12.63,    3.36,    3.39,   17.78,    7.53,   12.24,    4.50,    3.58,    4.91,    2.69,    9.40,    6.28,    6.96,    5.07
32.89941,13.20261,2016,03,11,    6.11,   11.96,    3.81,    3.83,   15.34,    9.23,   11.20,    3.19,    3.46,    6.64,    4.96,    9.83,    8.41,    8.39,    6.29
32.89941,13.20261,2016,03,12,    7.53,   13.07,    6.74,    6.75,   16.22,    8.70,   12.11,    4.42,    4.28,    6.00,    4.07,   10.42,    8.35,    8.69,    6.78
32.89941,13.20261,2016,03,13,    5.62,   13.20,    8.41,    8.42,   15.88,   10.27,   12.71,    5.83,    6.38,    7.36,    4.84,   13.19,   11.22,   10.77,    8.50
32.89941,13.20261,2016,03,14,    7.41,   13.45,    7.83,    7.84,   17.02,    9.60,   12.98,    5.87,    3.72,    1.98,    1.46,    7.85,    5.17,    5.42,    4.15
32.89941,13.20261,2016,03,15,   10.28,   14.22,    6.07,    6.09,   19.53,    9.25,   14.35,    6.72,    4.34,    1.98,    1.34,    8.71,    5.68,    3.95,    2.94
32.89941,13.20261,2016,03,16,   10.89,   15.39,    6.07,    6.10,   22.46,   11.57,   15.91,    8.23,    6.18,    2.27,    1.78,   10.50,    7.96,    7.64,    5.62
32.89941,13.20261,2016,03,17,    8.03,   15.02,   10.64,   10.65,   20.01,   11.97,   15.15,    3.71,    2.37,    2.08,    1.74,    5.79,    4.11,    3.41,    2.71
32.89941,13.20261,2016,03,18,    8.67,   14.93,    8.62,    8.63,   19.78,   11.12,   14.72,    5.56,    4.26,    0.28,    0.41,    5.84,    4.67,    3.10,    2.40
32.89941,13.20261,2016,03,19,   10.05,   15.56,    7.21,    7.22,   20.66,   10.60,   15.31,    8.08,    5.50,    0.93,    0.82,    9.00,    6.32,    3.63,    2.67
32.89941,13.20261,2016,03,20,   13.61,   17.24,    6.59,    6.61,   25.58,   11.97,   17.98,    7.00,    5.22,    5.36,    3.83,   12.37,    9.05,    8.53,    6.04
32.89941,13.20261,2016,03,21,   13.26,   18.62,    5.35,    5.39,   27.31,   14.05,   20.32,    4.16,    4.59,   12.03,    7.17,   16.19,   11.76,   13.43,    9.62
32.89941,13.20261,2016,03,22,   11.45,   19.15,    5.15,    5.19,   28.62,   17.17,   21.43,    6.46,    4.57,    8.51,    6.06,   14.97,   10.63,   13.11,    9.05
32.89941,13.20261,2016,03,23,    6.11,   16.62,    6.05,    6.07,   20.61,   14.50,   17.17,    6.22,    6.74,   10.73,    7.17,   16.95,   13.91,   13.85,   10.54
32.89941,13.20261,2016,03,24,    8.88,   16.55,    7.99,    8.00,   21.00,   12.13,   16.18,    5.75,    4.36,    4.84,    3.16,   10.59,    7.51,    7.38,    5.56
32.89941,13.20261,2016,03,25,    4.19,   15.23,    9.92,    9.93,   16.80,   12.61,   14.48,    3.45,    3.39,    4.87,    3.18,    8.32,    6.58,    6.81,    5.33
32.89941,13.20261,2016,03,26,    6.23,   15.16,    7.31,    7.31,   17.59,   11.35,   14.34,    7.04,    4.67,    1.33,    1.12,    8.37,    5.79,    5.78,    4.52
32.89941,13.20261,2016,03,27,    8.19,   16.08,    7.87,    7.88,   19.83,   11.64,   15.34,    5.10,    2.88,    3.47,    2.66,    8.57,    5.54,    5.89,    4.35
32.89941,13.20261,2016,03,28,   11.96,   17.41,    7.04,    7.07,   24.12,   12.16,   17.60,    5.90,    3.52,    2.05,    1.69,    7.95,    5.21,    4.55,    3.28
32.89941,13.20261,2016,03,29,    9.93,   18.14,    6.97,    7.01,   24.80,   14.87,   18.72,    6.09,    4.12,    0.16,    0.11,    6.25,    4.23,    3.03,    2.28
32.89941,13.20261,2016,03,30,   12.63,   19.53,    7.70,    7.73,   26.63,   14.01,   19.79,    9.16,    5.51,    0.56,    0.41,    9.72,    5.93,    5.27,    3.57
32.89941,13.20261,2016,03,31,   12.07,   19.83,    7.06,    7.09,   27.76,   15.69,   20.94,    7.24,    5.07,    4.04,    3.13,   11.28,    8.20,    7.87,    5.44
32.89941,13.20261,2016,04,01,   13.36,   20.21,    5.85,    5.90,   28.38,   15.03,   21.18,    4.17,    1.39,    7.81,    6.39,   11.98,    7.78,    9.96,    7.07
32.89941,13.20261,2016,04,02,   11.54,   19.76,    6.71,    6.74,   27.97,   16.43,   21.11,    8.61,    7.35,    6.32,    3.61,   14.93,   10.96,   10.84,    7.71
32.89941,13.20261,2016,04,03,    5.75,   17.50,   11.88,   11.88,   20.61,   14.86,   17.04,    6.48,    5.03,    3.96,    2.72,   10.45,    7.75,    7.97,    6.34
32.89941,13.20261,2016,04,04,    8.11,   18.79,   12.58,   12.58,   22.77,   14.66,   17.75,    7.88,    5.98,    1.16,    1.10,    9.03,    7.08,    4.68,    3.58
32.89941,13.20261,2016,04,05,   13.00,   19.39,   10.79,   10.79,   26.69,   13.69,   19.64,    4.22,    2.44,    8.20,    6.79,   12.42,    9.23,    9.78,    7.55
32.89941,13.20261,2016,04,06,   10.36,   19.69,   10.75,   10.76,   26.96,   16.60,   20.43,    6.62,    5.97,    4.10,    2.61,   10.72,    8.57,    8.94,    6.83
32.89941,13.20261,2016,04,07,    8.45,   18.88,    9.17,    9.18,   23.30,   14.85,   19.06,    9.68,    7.98,    2.97,    1.89,   12.65,    9.87,    9.40,    6.89
32.89941,13.20261,2016,04,08,    6.34,   18.11,   10.82,   10.82,   20.91,   14.57,   17.24,    6.87,    5.94,    3.87,    2.62,   10.74,    8.56,    7.20,    5.87
32.89941,13.20261,2016,04,09,    9.20,   17.64,   10.05,   10.05,   22.61,   13.41,   17.14,    5.39,    5.76,    4.96,    3.44,   10.35,    9.20,    7.72,    6.10
32.89941,13.20261,2016,04,10,    8.12,   17.37,    7.51,    7.53,   20.64,   12.53,   16.01,    5.46,    3.46,    0.49,    0.47,    5.95,    3.93,    3.30,    2.64
32.89941,13.20261,2016,04,11,   13.20,   18.96,    5.64,    5.69,   25.70,   12.50,   18.70,    6.78,    3.89,    0.38,    0.40,    7.16,    4.29,    3.75,    2.71
32.89941,13.20261,2016,04,12,   12.77,   20.78,    5.31,    5.36,   28.98,   16.21,   22.29,    5.86,    3.78,    5.90,    3.74,   11.76,    7.52,    7.81,    5.10
32.89941,13.20261,2016,04,13,   13.13,   22.40,    3.88,    3.97,   31.07,   17.94,   24.03,    4.75,    3.70,    8.75,    5.93,   13.51,    9.62,   11.05,    7.75
32.89941,13.20261,2016,04,14,    7.52,   19.60,   10.26,   10.27,   21.98,   14.46,   18.89,    8.13,    5.75,    4.77,    3.49,   12.90,    9.24,    7.32,    5.76
32.89941,13.20261,2016,04,15,    9.52,   18.82,   11.97,   11.97,   22.73,   13.22,   17.63,    3.29,    1.34,    2.83,    2.66,    6.11,    4.00,    4.14,    3.24
32.89941,13.20261,2016,04,16,   14.66,   21.38,   11.52,   11.53,   29.59,   14.93,   21.38,    6.16,    4.29,    4.86,    3.56,   11.02,    7.85,    6.96,    5.13
32.89941,13.20261,2016,04,17,   14.45,   22.70,    6.85,    6.90,   31.69,   17.24,   23.94,    5.67,    3.31,    7.70,    6.05,   13.37,    9.37,   10.56,    7.63
32.89941,13.20261,2016,04,18,   16.78,   23.57,    6.70,    6.75,   34.64,   17.86,   24.84,   10.12,    7.37,    2.41,    1.90,   12.53,    9.27,    7.81,    5.89
32.89941,13.20261,2016,04,19,    9.15,   20.40,   15.17,   15.17,   25.39,   16.24,   19.34,    3.39,    3.40,    3.64,    2.77,    7.03,    6.17,    5.19,    4.27
32.89941,13.20261,2016,04,20,    7.91,   20.37,   15.12,   15.12,   23.95,   16.04,   19.31,    3.71,    3.22,    3.85,    3.06,    7.55,    6.27,    5.78,    4.55
32.89941,13.20261,2016,04,21,   10.87,   20.48,   12.44,   12.45,   25.69,   14.82,   19.63,    3.48,    3.13,    6.63,    5.12,   10.12,    8.25,    8.05,    6.45
32.89941,13.20261,2016,04,22,   12.71,   20.96,   13.24,   13.24,   28.55,   15.84,   20.61,    7.33,    6.03,    1.28,    0.98,    8.61,    7.01,    5.16,    4.18
32.89941,13.20261,2016,04,23,    6.21,   20.08,   14.17,   14.17,   22.27,   16.06,   18.73,    3.61,    3.54,    2.42,    1.89,    6.03,    5.43,    4.22,    3.51
32.89941,13.20261,2016,04,24,   11.17,   20.85,   11.87,   11.87,   26.85,   15.67,   20.20,    9.22,    8.04,    0.79,    0.65,   10.01,    8.68,    4.92,    4.07
32.89941,13.20261,2016,04,25,    6.16,   18.94,   11.71,   11.71,   20.77,   14.61,   17.68,    4.47,    4.89,    4.04,    2.75,    8.51,    7.63,    6.09,    5.01
32.89941,13.20261,2016,04,26,    8.50,   19.20,    8.15,    8.16,   21.62,   13.13,   17.19,    7.07,    5.24,    1.48,    1.39,    8.55,    6.63,    4.29,    3.43
32.89941,13.20261,2016,04,27,   16.33,   21.86,    8.91,    8.92,   31.05,   14.72,   22.42,    5.39,    5.84,    5.71,    3.48,   11.11,    9.32,    9.21,    6.95
32.89941,13.20261,2016,04,28,   13.91,   25.21,   10.88,   10.88,   33.07,   19.17,   25.98,    8.04,    4.95,    1.23,    1.13,    9.27,    6.08,    4.43,    3.06
32.89941,13.20261,2016,04,29,    6.37,   21.59,   15.44,   15.44,   23.65,   17.28,   20.46,    4.53,    4.52,    3.13,    2.36,    7.66,    6.87,    6.47,    5.26
32.89941,13.20261,2016,04,30,    8.48,   20.43,   12.89,   12.89,   25.44,   16.96,   20.65,    7.27,    5.73,    4.33,    3.25,   11.60,    8.98,    7.86,    6.09
32.89941,13.20261,2016,05,01,    7.12,   20.53,   13.93,   13.93,   23.62,   16.49,   19.97,    5.97,    5.79,    5.46,    4.33,   11.42,   10.11,    8.78,    7.08
32.89941,13.20261,2016,05,02,    5.21,   18.19,    9.03,    9.04,   19.20,   13.99,   16.55,    6.25,    5.68,    2.25,    1.78,    8.50,    7.46,    6.40,    5.48
32.89941,13.20261,2016,05,03,    7.40,   17.92,    8.18,    8.19,   20.79,   13.40,   17.11,    6.65,    6.31,    3.51,    2.64,   10.16,    8.94,    7.22,    5.90
32.89941,13.20261,2016,05,04,    8.70,   19.18,    7.88,    7.89,   22.99,   14.29,   18.62,    4.86,    4.73,    2.32,    1.70,    7.19,    6.43,    4.82,    3.98
32.89941,13.20261,2016,05,05,    9.26,   20.80,    8.00,    8.02,   24.85,   15.59,   19.94,    6.45,    4.92,    1.13,    1.14,    7.58,    6.05,    3.42,    2.90
32.89941,13.20261,2016,05,06,    8.14,   21.54,   11.77,   11.77,   25.43,   17.29,   20.97,    6.67,    5.36,    3.86,    3.20,   10.53,    8.56,    6.79,    5.47
32.89941,13.20261,2016,05,07,   10.53,   21.53,   13.75,   13.75,   27.94,   17.41,   22.20,    6.23,    6.42,    4.60,    2.58,   10.83,    9.00,    7.81,    6.11
32.89941,13.20261,2016,05,08,    6.43,   20.93,   14.89,   14.89,   22.88,   16.45,   19.89,    5.49,    5.04,    4.21,    3.14,    9.69,    8.17,    7.98,    6.59
32.89941,13.20261,2016,05,09,   11.67,   22.33,   13.50,   13.51,   27.16,   15.49,   21.06,    6.82,    4.49,    1.01,    0.96,    7.83,    5.44,    3.70,    2.85
32.89941,13.20261,2016,05,10,   12.98,   24.59,   13.30,   13.30,   32.29,   19.32,   25.63,    7.86,    5.94,    1.05,    0.23,    8.91,    6.16,    6.51,    4.59
32.89941,13.20261,2016,05,11,   10.27,   25.08,   15.91,   15.92,   33.28,   23.01,   26.26,    7.64,    6.40,    3.43,    2.25,   11.07,    8.65,    9.21,    6.37
32.89941,13.20261,2016,05,12,   12.43,   24.08,   15.30,   15.31,   30.75,   18.31,   24.13,   11.41,    7.82,    3.43,    2.81,   14.83,   10.63,    9.12,    6.92
32.89941,13.20261,2016,05,13,    9.36,   21.64,   13.23,   13.23,   26.60,   17.24,   20.88,    5.45,    5.48,    4.06,    2.69,    9.51,    8.17,    5.96,    4.89
32.89941,13.20261,2016,05,14,    6.95,   21.24,   12.91,   12.91,   23.85,   16.90,   19.95,    4.90,    4.76,    3.12,    2.21,    8.02,    6.97,    6.47,    5.34
32.89941,13.20261,2016,05,15,    8.41,   21.69,   11.86,   11.86,   24.92,   16.50,   20.26,    6.39,    5.30,    0.25,    0.22,    6.63,    5.52,    3.66,    3.13
32.89941,13.20261,2016,05,16,   10.88,   22.55,   11.61,   11.62,   26.86,   15.98,   21.00,    6.92,    5.46,    0.54,    0.76,    7.46,    6.22,    5.22,    4.14
32.89941,13.20261,2016,05,17,   11.89,   23.25,   10.76,   10.77,   28.39,   16.50,   22.13,    5.76,    3.81,    2.43,    2.35,    8.19,    6.15,    5.93,    4.56
32.89941,13.20261,2016,05,18,   12.61,   23.72,    9.36,    9.38,   31.69,   19.08,   24.42,    7.46,    5.39,    4.25,    3.17,   11.70,    8.56,    7.50,    5.52
32.89941,13.20261,2016,05,19,   10.89,   25.44,    9.16,    9.18,   32.93,   22.04,   26.75,    5.87,    5.10,    7.29,    4.77,   13.16,    9.87,   10.43,    7.56
32.89941,13.20261,2016,05,20,    5.37,   21.22,   13.80,   13.81,   22.18,   16.81,   20.06,    5.78,    5.74,    7.15,    5.46,   12.92,   11.21,    9.74,    8.12
32.89941,13.20261,2016,05,21,    5.73,   20.26,   12.62,   12.62,   21.95,   16.22,   18.72,    5.27,    5.46,    3.80,    2.75,    9.08,    8.21,    7.43,    6.10
32.89941,13.20261,2016,05,22,    9.49,   21.03,   10.67,   10.68,   24.25,   14.76,   19.48,    2.83,    2.28,    2.87,    2.06,    5.70,    4.34,    3.80,    3.18
32.89941,13.20261,2016,05,23,   14.33,   23.74,    7.73,    7.76,   30.33,   16.00,   23.16,    6.77,    4.43,    0.95,    0.88,    7.73,    5.31,    5.22,    3.68
32.89941,13.20261,2016,05,24,   10.14,   24.02,   10.24,   10.27,   28.43,   18.29,   22.89,    4.98,    4.16,    2.36,    1.71,    7.34,    5.87,    5.03,    3.97
32.89941,13.20261,2016,05,25,   14.18,   25.41,    9.62,    9.63,   31.99,   17.81,   24.69,    7.86,    4.51,    0.87,    0.88,    8.72,    5.39,    3.55,    2.72
32.89941,13.20261,2016,05,26,   11.93,   28.24,    9.05,    9.06,   34.87,   22.94,   28.67,    8.44,    4.99,    1.54,    1.44,    9.99,    6.43,    5.72,    3.80
32.89941,13.20261,2016,05,27,   14.16,   29.14,    9.12,    9.12,   38.18,   24.02,   30.52,    7.61,    4.60,    2.49,    1.96,   10.09,    6.56,    6.07,    4.31
32.89941,13.20261,2016,05,28,   11.75,   29.65,    9.42,    9.42,   37.06,   25.31,   30.23,    4.51,    1.92,    2.76,    2.46,    7.26,    4.38,    5.33,    3.68
32.89941,13.20261,2016,05,29,    7.85,   25.55,   15.46,   15.47,   28.23,   20.38,   24.43,    6.34,    5.80,    1.93,    1.71,    8.28,    7.51,    5.14,    4.25
32.89941,13.20261,2016,05,30,    7.24,   24.18,   15.34,   15.34,   26.43,   19.19,   22.45,    2.12,    2.61,    3.59,    2.66,    5.72,    5.28,    4.64,    4.04
32.89941,13.20261,2016,05,31,    9.73,   24.83,   14.05,   14.06,   28.94,   19.21,   23.58,    7.41,    6.62,    2.86,    2.19,   10.27,    8.81,    5.98,    5.07
32.89941,13.20261,2016,06,01,    9.24,   25.44,   14.56,   14.57,   30.74,   21.50,   25.06,    7.98,    6.51,    1.90,    1.53,    9.89,    8.04,    5.35,    4.32
32.89941,13.20261,2016,06,02,    7.23,   24.75,   16.82,   16.82,   27.23,   20.00,   23.06,    2.59,    2.45,    4.92,    4.22,    7.52,    6.67,    5.75,    4.97
32.89941,13.20261,2016,06,03,   10.90,   25.84,   14.10,   14.10,   29.82,   18.92,   24.30,    5.95,    4.46,    2.78,    2.31,    8.73,    6.77,    5.21,    4.17
32.89941,13.20261,2016,06,04,   11.71,   27.43,   11.78,   11.78,   32.17,   20.46,   26.56,   10.36,    7.76,    1.34,    1.10,   11.70,    8.86,    7.27,    5.68
32.89941,13.20261,2016,06,05,   11.92,   26.46,   13.10,   13.10,   33.06,   21.13,   26.13,    6.19,    5.64,    8.38,    6.66,   14.57,   12.30,   11.17,    9.15
32.89941,13.20261,2016,06,06,    7.95,   25.24,   17.25,   17.25,   28.05,   20.10,   23.64,    4.60,    4.03,    3.82,    2.76,    8.42,    6.79,    6.41,    5.30
32.89941,13.20261,2016,06,07,   10.03,   25.67,   14.83,   14.83,   29.08,   19.05,   23.94,    3.93,    3.37,    1.80,    1.38,    5.74,    4.75,    3.74,    3.04
32.89941,13.20261,2016,06,08,    8.51,   26.41,   13.26,   13.26,   29.48,   20.97,   24.91,    5.60,    4.94,    0.69,    0.45,    6.29,    5.39,    3.98,    3.26
32.89941,13.20261,2016,06,09,   10.45,   26.60,   13.49,   13.49,   30.26,   19.81,   24.84,    4.40,    3.70,    2.29,    2.19,    6.69,    5.89,    4.33,    3.45
32.89941,13.20261,2016,06,10,   11.16,   27.40,   13.34,   13.35,   32.77,   21.61,   26.26,    5.84,    5.33,    2.14,    1.66,    7.98,    6.99,    5.44,    4.20
32.89941,13.20261,2016,06,11,    8.72,   27.35,   14.16,   14.16,   29.98,   21.25,   26.02,    9.41,    6.87,    0.08,    0.06,    9.48,    6.92,    3.32,    2.65
32.89941,13.20261,2016,06,12,   11.85,   29.13,   12.37,   12.37,   34.68,   22.83,   29.07,    7.93,    5.55,    1.73,    1.73,    9.67,    7.28,    6.11,    4.67
32.89941,13.20261,2016,06,13,    6.82,   25.95,   15.25,   15.25,   27.73,   20.92,   24.80,    6.35,    6.40,    1.52,    0.65,    7.87,    7.05,    5.01,    4.14
32.89941,13.20261,2016,06,14,   11.56,   28.04,   13.37,   13.38,   31.85,   20.29,   26.37,    8.06,    5.91,    0.95,    0.74,    9.01,    6.65,    3.76,    3.07
32.89941,13.20261,2016,06,15,   14.91,   31.64,   10.60,   10.60,   39.81,   24.91,   32.38,   11.94,    8.13,    0.47,    0.30,   12.42,    8.43,    6.65,    4.68
32.89941,13.20261,2016,06,16,   14.00,   32.43,    8.97,    8.94,   42.47,   28.47,   34.69,    9.38,    7.24,    4.45,    3.02,   13.83,   10.26,   10.49,    7.51
32.89941,13.20261,2016,06,17,    7.46,   28.74,   16.17,   16.18,   30.97,   23.51,   28.08,    7.31,    3.71,    2.46,    2.17,    9.76,    5.88,    5.66,    4.40
32.89941,13.20261,2016,06,18,   10.37,   28.99,   18.89,   18.88,   33.24,   22.87,   26.96,    4.33,    4.04,    0.91,    0.71,    5.24,    4.75,    2.96,    2.66
32.89941,13.20261,2016,06,19,    6.66,   26.11,   18.48,   18.48,   28.02,   21.36,   24.30,    8.84,    8.13,    1.69,    1.36,   10.52,    9.50,    7.27,    6.30
32.89941,13.20261,2016,06,20,    5.05,   24.51,   14.84,   14.84,   25.33,   20.28,   22.44,    3.96,    2.85,    5.70,    4.97,    9.66,    7.82,    7.33,    6.41
32.89941,13.20261,2016,06,21,    3.28,   22.24,   15.29,   15.29,   22.64,   19.36,   20.79,    4.70,    4.72,    2.04,    1.42,    6.75,    6.14,    4.49,    3.85
32.89941,13.20261,2016,06,22,    7.09,   24.33,   15.11,   15.11,   26.34,   19.24,   22.38,    4.21,    4.15,    2.25,    1.55,    6.46,    5.70,    4.02,    3.53
32.89941,13.20261,2016,06,23,    6.87,   24.50,   14.15,   14.15,   26.38,   19.51,   22.82,    4.45,    4.43,    1.75,    1.40,    6.20,    5.82,    3.99,    3.47
32.89941,13.20261,2016,06,24,    7.27,   24.60,   15.76,   15.76,   26.96,   19.70,   23.34,    5.59,    5.48,    3.66,    2.61,    9.25,    8.10,    6.50,    5.36
32.89941,13.20261,2016,06,25,    7.29,   25.86,   17.25,   17.25,   28.58,   21.29,   24.86,    6.64,    6.09,    2.32,    1.59,    8.96,    7.68,    6.35,    5.05
32.89941,13.20261,2016,06,26,    9.03,   27.32,   14.47,   14.47,   31.11,   22.07,   26.70,    3.10,    3.25,    2.51,    1.61,    5.61,    4.86,    4.30,    3.35
32.89941,13.20261,2016,06,27,    8.09,   28.09,   13.21,   13.22,   32.31,   24.21,   27.84,    4.28,    3.80,    0.92,    0.83,    5.20,    4.64,    3.21,    2.59
32.89941,13.20261,2016,06,28,    8.45,   27.91,   14.68,   14.69,   31.57,   23.11,   26.95,    5.64,    5.11,    0.16,    0.13,    5.80,    5.24,    2.97,    2.57
32.89941,13.20261,2016,06,29,    8.74,   27.54,   14.46,   14.47,   30.66,   21.91,   25.83,    3.62,    3.40,    1.59,    1.44,    5.21,    4.84,    3.44,    2.85
32.89941,13.20261,2016,06,30,   14.46,   29.53,   13.94,   13.94,   36.44,   21.98,   29.19,    7.45,    5.27,    3.21,    2.64,   10.66,    7.91,    6.38,    4.78
32.89941,13.20261,2016,07,01,   13.00,   30.82,   12.39,   12.39,   38.57,   25.56,   31.86,    7.65,    5.99,    3.24,    2.38,   10.89,    8.37,    7.66,    5.64
32.89941,13.20261,2016,07,02,   11.93,   31.83,   12.36,   12.36,   38.92,   26.99,   32.39,    6.32,    4.16,    4.65,    3.96,   10.97,    8.12,    8.15,    6.27
32.89941,13.20261,2016,07,03,    7.89,   28.92,   19.95,   19.95,   31.46,   23.57,   27.19,    8.34,    7.23,    0.17,    0.19,    8.51,    7.42,    4.91,    4.05
32.89941,13.20261,2016,07,04,    9.86,   29.13,   17.84,   17.84,   32.54,   22.68,   27.41,    2.60,    2.07,    2.18,    2.00,    4.78,    4.07,    3.44,    2.78
32.89941,13.20261,2016,07,05,   10.09,   30.14,   13.98,   13.98,   34.10,   24.01,   29.00,    6.45,    4.27,    0.46,    0.40,    6.90,    4.67,    4.03,    3.05
32.89941,13.20261,2016,07,06,   10.72,   30.69,   15.24,   15.25,   35.21,   24.50,   29.55,    6.52,    4.25,    0.93,    0.89,    7.45,    5.14,    5.07,    3.97
32.89941,13.20261,2016,07,07,    7.85,   29.15,   18.94,   18.94,   31.45,   23.60,   27.22,    3.91,    3.85,    2.22,    1.72,    6.12,    5.58,    4.06,    3.46
32.89941,13.20261,2016,07,08,    9.54,   29.06,   19.03,   19.03,   31.99,   22.45,   27.02,    5.19,    4.67,    2.03,    1.66,    7.22,    6.33,    4.29,    3.69
32.89941,13.20261,2016,07,09,    9.47,   29.12,   16.89,   16.90,   31.77,   22.30,   27.25,    4.36,    3.85,    1.11,    0.89,    5.48,    4.74,    4.12,    3.18
32.89941,13.20261,2016,07,10,   10.90,   30.49,   14.41,   14.41,   34.41,   23.50,   29.06,    5.67,    4.09,    2.34,    2.13,    8.01,    6.22,    5.06,    3.97
32.89941,13.20261,2016,07,11,   10.89,   31.72,   15.09,   15.09,   35.97,   25.09,   30.63,    8.33,    6.19,    1.50,    1.36,    9.84,    7.55,    6.04,    4.74
32.89941,13.20261,2016,07,12,   12.86,   33.15,   13.43,   13.43,   39.43,   26.56,   32.74,    9.71,    7.24,    1.36,    1.01,   11.07,    8.25,    7.14,    5.52
32.89941,13.20261,2016,07,13,   11.79,   32.83,   14.16,   14.16,   38.98,   27.19,   32.26,    8.12,    5.98,    2.29,    1.91,   10.41,    7.89,    6.85,    5.35
32.89941,13.20261,2016,07,14,    8.10,   29.80,   19.23,   19.24,   32.67,   24.56,   28.04,    3.11,    3.46,    4.87,    3.61,    7.98,    7.07,    6.55,    5.57
32.89941,13.20261,2016,07,15,    5.07,   27.20,   16.64,   16.64,   27.94,   22.86,   25.22,    3.16,    3.96,    5.33,    3.96,    8.49,    7.93,    7.19,    6.19
32.89941,13.20261,2016,07,16,    6.31,   26.60,   15.20,   15.20,   27.60,   21.29,   24.19,    3.50,    3.72,    3.28,    2.21,    6.78,    5.93,    5.58,    4.69
32.89941,13.20261,2016,07,17,    7.33,   26.19,   14.46,   14.46,   27.68,   20.35,   23.75,    5.43,    5.23,    0.65,    0.67,    6.08,    5.90,    3.72,    3.30
32.89941,13.20261,2016,07,18,    8.26,   26.41,   14.73,   14.73,   28.73,   20.47,   24.26,    4.30,    4.37,    2.03,    1.63,    6.33,    5.99,    3.98,    3.48
